Processors,Time,Speedup,Efficiency
1,0.12454203814268112,1.0,1.0
2,0.06543634086847305,1.9032549266929586,0.9516274633464793
3,0.042360922694206236,2.940021846117977,0.9800072820393256
4,0.03478396981954575,3.5804434855707203,0.8951108713926801
5,0.02808292433619499,4.434795915543729,0.8869591831087458
6,0.024771584942936898,5.027616861398758,0.8379361435664596
7,0.020915344916284086,5.954577303944736,0.8506539005635336
8,0.01856636703014374,6.707937957947228,0.8384922447434034
9,0.016680312529206275,7.466409152982902,0.8296010169981003
10,0.015323713794350624,8.127405654665509,0.8127405654665509
11,0.013694861624389886,9.0940705761406,0.8267336887400546
12,0.013029866944998502,9.55819723013261,0.7965164358443841
13,0.01215987242758274,10.242051377132649,0.7878501059332806
14,0.011325705796480179,10.99640414298829,0.7854574387848778
15,0.010777048021554946,11.556229302642729,0.7704152868428485
16,0.01227563340216875,10.145467371213458,0.6340917107008411
